ElectionDate	OfficeCode(Text)	DistrictCode(Text)	StatusCode	CountyCode	CountyName	OfficeDescription	PartyOrder	PartyName	PartyDescription	CandidateID	CandidateLastName	CandidateFirstName	CandidateMiddleName	CandidateFormerName	CandidateVotes	WriteIn(W)/Uncommitted(Z)	Recount(*)	Nominated(N)/Elected(E)
11/3/2020	10	0	0	1	ALCONA	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			4114			
11/3/2020	10	0	0	1	ALCONA	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		84			
11/3/2020	10	0	0	1	ALCONA	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			118			
11/3/2020	10	0	0	1	ALCONA	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		59			
11/3/2020	10	0	0	1	ALCONA	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			87			
11/3/2020	10	0	0	1	ALCONA	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			55			
11/3/2020	10	0	0	1	ALCONA	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			46			
11/3/2020	10	0	0	2	ALGER	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			1795			
11/3/2020	10	0	0	2	ALGER	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		1767			
11/3/2020	10	0	0	2	ALGER	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			2558			
11/3/2020	10	0	0	2	ALGER	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			2414			
11/3/2020	10	0	0	2	ALGER	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		79			
11/3/2020	10	0	0	2	ALGER	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			82			
11/3/2020	10	0	0	2	ALGER	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		58			
11/3/2020	10	0	0	2	ALGER	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			99			
11/3/2020	10	0	0	2	ALGER	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			62			
11/3/2020	10	0	0	2	ALGER	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			49			
11/3/2020	10	0	0	3	ALLEGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			20043			
11/3/2020	10	0	0	3	ALLEGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		19640			
11/3/2020	10	0	0	3	ALLEGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			38805			
11/3/2020	10	0	0	3	ALLEGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			37375			
11/3/2020	10	0	0	3	ALLEGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		1388			
11/3/2020	10	0	0	3	ALLEGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			1560			
11/3/2020	10	0	0	3	ALLEGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		596			
11/3/2020	10	0	0	3	ALLEGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			938			
11/3/2020	10	0	0	3	ALLEGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			779			
11/3/2020	10	0	0	3	ALLEGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			446			
11/3/2020	10	0	0	4	ALPENA	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			5151			
11/3/2020	10	0	0	4	ALPENA	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		4873			
11/3/2020	10	0	0	4	ALPENA	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			9369			
11/3/2020	10	0	0	4	ALPENA	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			8744			
11/3/2020	10	0	0	4	ALPENA	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		297			
11/3/2020	10	0	0	4	ALPENA	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			426			
11/3/2020	10	0	0	4	ALPENA	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		211			
11/3/2020	10	0	0	4	ALPENA	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			307			
11/3/2020	10	0	0	4	ALPENA	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			179			
11/3/2020	10	0	0	4	ALPENA	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			111			
11/3/2020	10	0	0	5	ANTRIM	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			4901			
11/3/2020	10	0	0	5	ANTRIM	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		4797			
11/3/2020	10	0	0	5	ANTRIM	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			9108			
11/3/2020	10	0	0	5	ANTRIM	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			8737			
11/3/2020	10	0	0	5	ANTRIM	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		279			
11/3/2020	10	0	0	5	ANTRIM	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			337			
11/3/2020	10	0	0	5	ANTRIM	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		131			
11/3/2020	10	0	0	5	ANTRIM	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			202			
11/3/2020	10	0	0	5	ANTRIM	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			225			
11/3/2020	10	0	0	5	ANTRIM	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			119			
11/3/2020	10	0	0	6	ARENAC	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			2396			
11/3/2020	10	0	0	6	ARENAC	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		2224			
11/3/2020	10	0	0	6	ARENAC	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			4833			
11/3/2020	10	0	0	6	ARENAC	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			4584			
11/3/2020	10	0	0	6	ARENAC	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		163			
11/3/2020	10	0	0	6	ARENAC	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			150			
11/3/2020	10	0	0	6	ARENAC	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		130			
11/3/2020	10	0	0	6	ARENAC	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			246			
11/3/2020	10	0	0	6	ARENAC	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			100			
11/3/2020	10	0	0	6	ARENAC	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			107			
11/3/2020	10	0	0	7	BARAGA	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			1269			
11/3/2020	10	0	0	7	BARAGA	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		1233			
11/3/2020	10	0	0	7	BARAGA	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			2122			
11/3/2020	10	0	0	7	BARAGA	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			2003			
11/3/2020	10	0	0	7	BARAGA	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		73			
11/3/2020	10	0	0	7	BARAGA	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			84			
11/3/2020	10	0	0	7	BARAGA	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		44			
11/3/2020	10	0	0	7	BARAGA	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			63			
11/3/2020	10	0	0	7	BARAGA	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			57			
11/3/2020	10	0	0	7	BARAGA	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			44			
11/3/2020	10	0	0	8	BARRY	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			9466			
11/3/2020	10	0	0	8	BARRY	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		9215			
11/3/2020	10	0	0	8	BARRY	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			20885			
11/3/2020	10	0	0	8	BARRY	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			20265			
11/3/2020	10	0	0	8	BARRY	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		754			
11/3/2020	10	0	0	8	BARRY	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			862			
11/3/2020	10	0	0	8	BARRY	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		398			
11/3/2020	10	0	0	8	BARRY	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			745			
11/3/2020	10	0	0	8	BARRY	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			407			
11/3/2020	10	0	0	8	BARRY	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			270			
11/3/2020	10	0	0	9	BAY	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			23497			
11/3/2020	10	0	0	9	BAY	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		22050			
11/3/2020	10	0	0	9	BAY	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			27283			
11/3/2020	10	0	0	9	BAY	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			25593			
11/3/2020	10	0	0	9	BAY	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		1134			
11/3/2020	10	0	0	9	BAY	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			1256			
11/3/2020	10	0	0	9	BAY	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		712			
11/3/2020	10	0	0	9	BAY	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			1242			
11/3/2020	10	0	0	9	BAY	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			679			
11/3/2020	10	0	0	9	BAY	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			468			
11/3/2020	10	0	0	10	BENZIE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			4584			
11/3/2020	10	0	0	10	BENZIE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		4479			
11/3/2020	10	0	0	10	BENZIE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			6017			
11/3/2020	10	0	0	10	BENZIE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			5681			
11/3/2020	10	0	0	10	BENZIE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		216			
11/3/2020	10	0	0	10	BENZIE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			233			
11/3/2020	10	0	0	10	BENZIE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		91			
11/3/2020	10	0	0	10	BENZIE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			143			
11/3/2020	10	0	0	10	BENZIE	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			197			
11/3/2020	10	0	0	10	BENZIE	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			87			
11/3/2020	10	0	0	11	BERRIEN	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			30862			
11/3/2020	10	0	0	11	BERRIEN	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		31036			
11/3/2020	10	0	0	11	BERRIEN	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			41168			
11/3/2020	10	0	0	11	BERRIEN	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			39222			
11/3/2020	10	0	0	11	BERRIEN	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		1672			
11/3/2020	10	0	0	11	BERRIEN	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			1814			
11/3/2020	10	0	0	11	BERRIEN	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		760			
11/3/2020	10	0	0	11	BERRIEN	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			1220			
11/3/2020	10	0	0	11	BERRIEN	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			946			
11/3/2020	10	0	0	11	BERRIEN	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			568			
11/3/2020	10	0	0	12	BRANCH	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			5162			
11/3/2020	10	0	0	12	BRANCH	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		4947			
11/3/2020	10	0	0	12	BRANCH	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			12542			
11/3/2020	10	0	0	12	BRANCH	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			12019			
11/3/2020	10	0	0	12	BRANCH	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		330			
11/3/2020	10	0	0	12	BRANCH	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			412			
11/3/2020	10	0	0	12	BRANCH	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		224			
11/3/2020	10	0	0	12	BRANCH	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			358			
11/3/2020	10	0	0	12	BRANCH	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			203			
11/3/2020	10	0	0	12	BRANCH	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			149			
11/3/2020	10	0	0	13	CALHOUN	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			24788			
11/3/2020	10	0	0	13	CALHOUN	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		23988			
11/3/2020	10	0	0	13	CALHOUN	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			32152			
11/3/2020	10	0	0	13	CALHOUN	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			30411			
11/3/2020	10	0	0	13	CALHOUN	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		1263			
11/3/2020	10	0	0	13	CALHOUN	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			1408			
11/3/2020	10	0	0	13	CALHOUN	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		717			
11/3/2020	10	0	0	13	CALHOUN	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			1388			
11/3/2020	10	0	0	13	CALHOUN	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			790			
11/3/2020	10	0	0	13	CALHOUN	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			470			
11/3/2020	10	0	0	14	CASS	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			7584			
11/3/2020	10	0	0	14	CASS	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		7611			
11/3/2020	10	0	0	14	CASS	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			15328			
11/3/2020	10	0	0	14	CASS	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			14669			
11/3/2020	10	0	0	14	CASS	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		500			
11/3/2020	10	0	0	14	CASS	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			566			
11/3/2020	10	0	0	14	CASS	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		294			
11/3/2020	10	0	0	14	CASS	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			423			
11/3/2020	10	0	0	14	CASS	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			255			
11/3/2020	10	0	0	14	CASS	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			193			
11/3/2020	10	0	0	15	CHARLEVOIX	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			5647			
11/3/2020	10	0	0	15	CHARLEVOIX	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		5529			
11/3/2020	10	0	0	15	CHARLEVOIX	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			9092			
11/3/2020	10	0	0	15	CHARLEVOIX	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			8604			
11/3/2020	10	0	0	15	CHARLEVOIX	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		311			
11/3/2020	10	0	0	15	CHARLEVOIX	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			365			
11/3/2020	10	0	0	15	CHARLEVOIX	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		144			
11/3/2020	10	0	0	15	CHARLEVOIX	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			236			
11/3/2020	10	0	0	15	CHARLEVOIX	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			262			
11/3/2020	10	0	0	15	CHARLEVOIX	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			104			
11/3/2020	10	0	0	16	CHEBOYGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			4526			
11/3/2020	10	0	0	16	CHEBOYGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		4344			
11/3/2020	10	0	0	16	CHEBOYGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			8969			
11/3/2020	10	0	0	16	CHEBOYGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			8633			
11/3/2020	10	0	0	16	CHEBOYGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		287			
11/3/2020	10	0	0	16	CHEBOYGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			342			
11/3/2020	10	0	0	16	CHEBOYGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		173			
11/3/2020	10	0	0	16	CHEBOYGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			292			
11/3/2020	10	0	0	16	CHEBOYGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			155			
11/3/2020	10	0	0	16	CHEBOYGAN	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			123			
11/3/2020	10	0	0	17	CHIPPEWA	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			5620			
11/3/2020	10	0	0	17	CHIPPEWA	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		5478			
11/3/2020	10	0	0	17	CHIPPEWA	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			9235			
11/3/2020	10	0	0	17	CHIPPEWA	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			8826			
11/3/2020	10	0	0	17	CHIPPEWA	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		377			
11/3/2020	10	0	0	17	CHIPPEWA	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			399			
11/3/2020	10	0	0	17	CHIPPEWA	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		208			
11/3/2020	10	0	0	17	CHIPPEWA	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			324			
11/3/2020	10	0	0	17	CHIPPEWA	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			281			
11/3/2020	10	0	0	17	CHIPPEWA	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			174			
11/3/2020	10	0	0	18	CLARE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			4516			
11/3/2020	10	0	0	18	CLARE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		4254			
11/3/2020	10	0	0	18	CLARE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			9476			
11/3/2020	10	0	0	18	CLARE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			9103			
11/3/2020	10	0	0	18	CLARE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		258			
11/3/2020	10	0	0	18	CLARE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			277			
11/3/2020	10	0	0	18	CLARE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		195			
11/3/2020	10	0	0	18	CLARE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			332			
11/3/2020	10	0	0	18	CLARE	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			136			
11/3/2020	10	0	0	18	CLARE	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			124			
11/3/2020	10	0	0	19	CLINTON	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			17889			
11/3/2020	10	0	0	19	CLINTON	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		17179			
11/3/2020	10	0	0	19	CLINTON	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			23244			
11/3/2020	10	0	0	19	CLINTON	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			21879			
11/3/2020	10	0	0	19	CLINTON	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		923			
