"Precinct_Name","Split_Name","precinct_splitId","Reg_voters","Ballots","Reporting","Contest_id","Contest_title","Contest_party","Choice_id","Candidate_name","Choice_party","Candidate_Type","Absentee_votes","Early_votes","Election_Votes"
"22-02","","117","6552","4285","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","65","855"
"22-02","","117","6552","4285","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","118","1252"
"22-02","","117","6552","4285","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","74","899"
"22-02","","117","6552","4285","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","114","1262"
"22-02","","117","6552","4285","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","97","1141"
"22-02","","117","6552","4285","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","96","1517"
"22-02","","117","6552","4285","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","173","2268"
"22-02","","117","6552","4285","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","111","1970"
"22-02","","117","6552","4285","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","148","1538"
"22-02","","117","6552","4285","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","211","3110"
"22-02","","117","6552","4285","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","54","498"
"22-02","","117","6552","4285","1","97","HONOLULU: Youth Commission","","221","YES","","C","0","155","2136"
"22-02","","117","6552","4285","1","97","HONOLULU: Youth Commission","","222","NO","","C","0","94","1260"
"22-02","","117","6552","4285","1","98","HONOLULU: Ethics Commission Budget","","223","YES","","C","0","128","1926"
"22-02","","117","6552","4285","1","98","HONOLULU: Ethics Commission Budget","","224","NO","","C","0","124","1481"
"22-02","","117","6552","4285","1","99","HONOLULU: Ethics Commission Staff","","225","YES","","C","0","166","2002"
"22-02","","117","6552","4285","1","99","HONOLULU: Ethics Commission Staff","","226","NO","","C","0","82","1326"
"22-03","","118","1643","1239","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","0"
"22-03","","118","1643","1239","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","10","839"
"22-03","","118","1643","1239","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","0","1"
"22-03","","118","1643","1239","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","0","11"
"22-03","","118","1643","1239","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","29","338"
"22-03","","118","1643","1239","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","0","0"
"22-03","","118","1643","1239","1","2","U.S. Representative, Dist I","","7","(D) CASE, Ed","","C","0","12","799"
"22-03","","118","1643","1239","1","2","U.S. Representative, Dist I","","8","(R) CURTIS, Ron","","C","0","22","263"
"22-03","","118","1643","1239","1","28","State Representative, Dist 22","","69","(R) OCHS, Nicholas R.","","C","0","25","275"
"22-03","","118","1643","1239","1","28","State Representative, Dist 22","","70","(D) TAM, Adrian","","C","0","9","809"
"22-03","","118","1643","1239","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","11","375"
"22-03","","118","1643","1239","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","9","208"
"22-03","","118","1643","1239","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","7","333"
"22-03","","118","1643","1239","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","13","214"
"22-03","","118","1643","1239","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","10","381"
"22-03","","118","1643","1239","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","14","239"
"22-03","","118","1643","1239","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","10","461"
"22-03","","118","1643","1239","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","24","679"
"22-03","","118","1643","1239","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","14","594"
"22-03","","118","1643","1239","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","18","447"
"22-03","","118","1643","1239","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","25","926"
"22-03","","118","1643","1239","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","7","126"
"22-03","","118","1643","1239","1","97","HONOLULU: Youth Commission","","221","YES","","C","0","17","581"
"22-03","","118","1643","1239","1","97","HONOLULU: Youth Commission","","222","NO","","C","0","13","404"
"22-03","","118","1643","1239","1","98","HONOLULU: Ethics Commission Budget","","223","YES","","C","0","15","612"
"22-03","","118","1643","1239","1","98","HONOLULU: Ethics Commission Budget","","224","NO","","C","0","14","384"
"22-03","","118","1643","1239","1","99","HONOLULU: Ethics Commission Staff","","225","YES","","C","0","13","612"
"22-03","","118","1643","1239","1","99","HONOLULU: Ethics Commission Staff","","226","NO","","C","0","15","353"
"23-01","","119","306","222","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","0"
"23-01","","119","306","222","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","7","150"
"23-01","","119","306","222","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","0","0"
"23-01","","119","306","222","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","0","3"
"23-01","","119","306","222","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","7","49"
"23-01","","119","306","222","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","0","0"
"23-01","","119","306","222","1","2","U.S. Representative, Dist I","","7","(D) CASE, Ed","","C","0","7","144"
"23-01","","119","306","222","1","2","U.S. Representative, Dist I","","8","(R) CURTIS, Ron","","C","0","7","36"
"23-01","","119","306","222","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","7","79"
"23-01","","119","306","222","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","4","53"
"23-01","","119","306","222","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","10","81"
"23-01","","119","306","222","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","2","48"
"23-01","","119","306","222","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","7","80"
"23-01","","119","306","222","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","4","63"
"23-01","","119","306","222","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","5","90"
"23-01","","119","306","222","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","8","115"
"23-01","","119","306","222","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","6","129"
"23-01","","119","306","222","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","7","69"
"23-01","","119","306","222","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","10","164"
"23-01","","119","306","222","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","3","29"
"23-01","","119","306","222","1","97","HONOLULU: Youth Commission","","221","YES","","C","0","8","118"
"23-01","","119","306","222","1","97","HONOLULU: Youth Commission","","222","NO","","C","0","5","73"
"23-01","","119","306","222","1","98","HONOLULU: Ethics Commission Budget","","223","YES","","C","0","8","110"
"23-01","","119","306","222","1","98","HONOLULU: Ethics Commission Budget","","224","NO","","C","0","5","82"
"23-01","","119","306","222","1","99","HONOLULU: Ethics Commission Staff","","225","YES","","C","0","10","115"
"23-01","","119","306","222","1","99","HONOLULU: Ethics Commission Staff","","226","NO","","C","0","2","73"
"23-02","","120","5006","3378","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","2"
"23-02","","120","5006","3378","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","61","2406"
"23-02","","120","5006","3378","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","0","28"
"23-02","","120","5006","3378","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","1","31"
"23-02","","120","5006","3378","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","86","711"
"23-02","","120","5006","3378","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","2","5"
"23-02","","120","5006","3378","1","2","U.S. Representative, Dist I","","7","(D) CASE, Ed","","C","0","62","2252"
"23-02","","120","5006","3378","1","2","U.S. Representative, Dist I","","8","(R) CURTIS, Ron","","C","0","79","544"
"23-02","","120","5006","3378","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","75","1107"
"23-02","","120","5006","3378","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","35","802"
"23-02","","120","5006","3378","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","65","1034"
"23-02","","120","5006","3378","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","39","849"
"23-02","","120","5006","3378","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","71","1007"
"23-02","","120","5006","3378","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","49","1125"
"23-02","","120","5006","3378","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","59","1523"
"23-02","","120","5006","3378","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","83","1607"
"23-02","","120","5006","3378","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","46","1741"
"23-02","","120","5006","3378","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","94","1250"
"23-02","","120","5006","3378","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","116","2526"
"23-02","","120","5006","3378","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","28","417"
"23-02","","120","5006","3378","1","97","HONOLULU: Youth Commission","","221","YES","","C","0","94","1845"
"23-02","","120","5006","3378","1","97","HONOLULU: Youth Commission","","222","NO","","C","0","49","938"
"23-02","","120","5006","3378","1","98","HONOLULU: Ethics Commission Budget","","223","YES","","C","0","66","1699"
"23-02","","120","5006","3378","1","98","HONOLULU: Ethics Commission Budget","","224","NO","","C","0","73","1097"
"23-02","","120","5006","3378","1","99","HONOLULU: Ethics Commission Staff","","225","YES","","C","0","77","1697"
"23-02","","120","5006","3378","1","99","HONOLULU: Ethics Commission Staff","","226","NO","","C","0","62","1028"
"23-03","","121","718","472","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","0"
"23-03","","121","718","472","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","8","315"
"23-03","","121","718","472","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","2","1"
"23-03","","121","718","472","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","0","1"
"23-03","","121","718","472","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","17","124"
"23-03","","121","718","472","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","0","1"
"23-03","","121","718","472","1","2","U.S. Representative, Dist I","","7","(D) CASE, Ed","","C","0","9","301"
"23-03","","121","718","472","1","2","U.S. Representative, Dist I","","8","(R) CURTIS, Ron","","C","0","16","101"
"23-03","","121","718","472","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","15","186"
"23-03","","121","718","472","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","8","119"
"23-03","","121","718","472","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","17","173"
"23-03","","121","718","472","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","5","117"
"23-03","","121","718","472","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","14","157"
"23-03","","121","718","472","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","9","162"
"23-03","","121","718","472","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","14","212"
"23-03","","121","718","472","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","11","224"
"23-03","","121","718","472","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","12","253"
"23-03","","121","718","472","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","13","167"
"23-03","","121","718","472","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","18","351"
"23-03","","121","718","472","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","6","58"
"23-03","","121","718","472","1","97","HONOLULU: Youth Commission","","221","YES","","C","0","12","250"
"23-03","","121","718","472","1","97","HONOLULU: Youth Commission","","222","NO","","C","0","12","144"
"23-03","","121","718","472","1","98","HONOLULU: Ethics Commission Budget","","223","YES","","C","0","10","211"
"23-03","","121","718","472","1","98","HONOLULU: Ethics Commission Budget","","224","NO","","C","0","14","191"
"23-03","","121","718","472","1","99","HONOLULU: Ethics Commission Staff","","225","YES","","C","0","14","254"
"23-03","","121","718","472","1","99","HONOLULU: Ethics Commission Staff","","226","NO","","C","0","10","142"
"23-04","","122","4218","3228","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","5"
"23-04","","122","4218","3228","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","33","2414"
"23-04","","122","4218","3228","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","4","18"
"23-04","","122","4218","3228","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","2","24"
"23-04","","122","4218","3228","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","38","647"
"23-04","","122","4218","3228","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","0","2"
"23-04","","122","4218","3228","1","2","U.S. Representative, Dist I","","7","(D) CASE, Ed","","C","0","38","2291"
"23-04","","122","4218","3228","1","2","U.S. Representative, Dist I","","8","(R) CURTIS, Ron","","C","0","35","491"
"23-04","","122","4218","3228","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","22","940"
"23-04","","122","4218","3228","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","19","646"
"23-04","","122","4218","3228","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","21","880"
"23-04","","122","4218","3228","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","16","677"
"23-04","","122","4218","3228","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","33","987"
"23-04","","122","4218","3228","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","20","904"
"23-04","","122","4218","3228","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","32","1480"
"23-04","","122","4218","3228","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","37","1559"
"23-04","","122","4218","3228","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","23","1932"
"23-04","","122","4218","3228","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","39","980"
"23-04","","122","4218","3228","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","54","2546"
"23-04","","122","4218","3228","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","12","299"
"23-04","","122","4218","3228","1","97","HONOLULU: Youth Commission","","221","YES","","C","0","35","1617"
"23-04","","122","4218","3228","1","97","HONOLULU: Youth Commission","","222","NO","","C","0","21","1013"
"23-04","","122","4218","3228","1","98","HONOLULU: Ethics Commission Budget","","223","YES","","C","0","30","1647"
"23-04","","122","4218","3228","1","98","HONOLULU: Ethics Commission Budget","","224","NO","","C","0","29","1002"
"23-04","","122","4218","3228","1","99","HONOLULU: Ethics Commission Staff","","225","YES","","C","0","39","1666"
"23-04","","122","4218","3228","1","99","HONOLULU: Ethics Commission Staff","","226","NO","","C","0","18","919"
"23-05","","123","5532","4502","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","3"
"23-05","","123","5532","4502","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","39","3402"
"23-05","","123","5532","4502","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","0","24"
"23-05","","123","5532","4502","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","0","21"
"23-05","","123","5532","4502","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","50","901"
"23-05","","123","5532","4502","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","0","5"
"23-05","","123","5532","4502","1","2","U.S. Representative, Dist I","","7","(D) CASE, Ed","","C","0","39","3287"
"23-05","","123","5532","4502","1","2","U.S. Representative, Dist I","","8","(R) CURTIS, Ron","","C","0","43","611"
"23-05","","123","5532","4502","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","37","1389"
"23-05","","123","5532","4502","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","20","690"
"23-05","","123","5532","4502","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","35","1193"
"23-05","","123","5532","4502","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","21","892"
"23-05","","123","5532","4502","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","38","1315"
"23-05","","123","5532","4502","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","29","1179"
"23-05","","123","5532","4502","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","23","2108"
"23-05","","123","5532","4502","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","56","2192"
"23-05","","123","5532","4502","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","37","2701"
"23-05","","123","5532","4502","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","44","1414"
"23-05","","123","5532","4502","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","67","3464"
"23-05","","123","5532","4502","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","15","545"
"23-05","","123","5532","4502","1","97","HONOLULU: Youth Commission","","221","YES","","C","0","48","2219"
"23-05","","123","5532","4502","1","97","HONOLULU: Youth Commission","","222","NO","","C","0","30","1520"
"23-05","","123","5532","4502","1","98","HONOLULU: Ethics Commission Budget","","223","YES","","C","0","41","2214"
"23-05","","123","5532","4502","1","98","HONOLULU: Ethics Commission Budget","","224","NO","","C","0","39","1532"
"23-05","","123","5532","4502","1","99","HONOLULU: Ethics Commission Staff","","225","YES","","C","0","43","2263"
"23-05","","123","5532","4502","1","99","HONOLULU: Ethics Commission Staff","","226","NO","","C","0","35","1420"
"24-01","","124","2883","2051","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","4"
"24-01","","124","2883","2051","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","32","1352"
"24-01","","124","2883","2051","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","0","17"
"24-01","","124","2883","2051","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","2","9"
"24-01","","124","2883","2051","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","51","567"
"24-01","","124","2883","2051","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","0","4"
"24-01","","124","2883","2051","1","2","U.S. Representative, Dist I","","7","(D) CASE, Ed","","C","0","34","1356"
"24-01","","124","2883","2051","1","2","U.S. Representative, Dist I","","8","(R) CURTIS, Ron","","C","0","45","418"
"24-01","","124","2883","2051","1","29","State Representative, Dist 24","","71","(D) BELATTI, Della Au","","C","0","34","1341"
"24-01","","124","2883","2051","1","29","State Representative, Dist 24","","72","(A) SEXTON, Andy, Jr. (Umi)","","C","0","32","352"
"24-01","","124","2883","2051","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","31","753"
"24-01","","124","2883","2051","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","26","417"
"24-01","","124","2883","2051","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","30","644"
"24-01","","124","2883","2051","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","25","482"
"24-01","","124","2883","2051","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","36","698"
"24-01","","124","2883","2051","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","22","551"
"24-01","","124","2883","2051","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","31","848"
"24-01","","124","2883","2051","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","43","1057"
"24-01","","124","2883","2051","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","37","1068"
"24-01","","124","2883","2051","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","36","735"
"24-01","","124","2883","2051","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","58","1490"
"24-01","","124","2883","2051","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","12","270"
"24-01","","124","2883","2051","1","97","HONOLULU: Youth Commission","","221","YES","","C","0","47","1058"
"24-01","","124","2883","2051","1","97","HONOLULU: Youth Commission","","222","NO","","C","0","21","618"
"24-01","","124","2883","2051","1","98","HONOLULU: Ethics Commission Budget","","223","YES","","C","0","35","902"
"24-01","","124","2883","2051","1","98","HONOLULU: Ethics Commission Budget","","224","NO","","C","0","31","782"
"24-01","","124","2883","2051","1","99","HONOLULU: Ethics Commission Staff","","225","YES","","C","0","43","1028"
"24-01","","124","2883","2051","1","99","HONOLULU: Ethics Commission Staff","","226","NO","","C","0","21","634"
"24-02","","125","5346","3815","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","5"
"24-02","","125","5346","3815","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","49","2549"
"24-02","","125","5346","3815","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","1","22"
"24-02","","125","5346","3815","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","2","34"
"24-02","","125","5346","3815","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","117","993"
"24-02","","125","5346","3815","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","0","8"
"24-02","","125","5346","3815","1","2","U.S. Representative, Dist I","","7","(D) CASE, Ed","","C","0","58","2493"
"24-02","","125","5346","3815","1","2","U.S. Representative, Dist I","","8","(R) CURTIS, Ron","","C","0","92","753"
"24-02","","125","5346","3815","1","29","State Representative, Dist 24","","71","(D) BELATTI, Della Au","","C","0","76","2462"
"24-02","","125","5346","3815","1","29","State Representative, Dist 24","","72","(A) SEXTON, Andy, Jr. (Umi)","","C","0","64","678"
"24-02","","125","5346","3815","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","64","1401"
"24-02","","125","5346","3815","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","43","842"
"24-02","","125","5346","3815","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","59","1240"
"24-02","","125","5346","3815","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","41","927"
"24-02","","125","5346","3815","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","54","1244"
"24-02","","125","5346","3815","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","59","1155"
"24-02","","125","5346","3815","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","58","1602"
"24-02","","125","5346","3815","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","91","1937"
"24-02","","125","5346","3815","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","62","2033"
"24-02","","125","5346","3815","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","77","1354"
"24-02","","125","5346","3815","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","121","2759"
"24-02","","125","5346","3815","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","22","554"
"24-02","","125","5346","3815","1","97","HONOLULU: Youth Commission","","221","YES","","C","0","82","2022"
"24-02","","125","5346","3815","1","97","HONOLULU: Youth Commission","","222","NO","","C","0","58","1122"
"24-02","","125","5346","3815","1","98","HONOLULU: Ethics Commission Budget","","223","YES","","C","0","76","1785"
"24-02","","125","5346","3815","1","98","HONOLULU: Ethics Commission Budget","","224","NO","","C","0","63","1362"
"24-02","","125","5346","3815","1","99","HONOLULU: Ethics Commission Staff","","225","YES","","C","0","90","1937"
"24-02","","125","5346","3815","1","99","HONOLULU: Ethics Commission Staff","","226","NO","","C","0","49","1164"
"24-03","","126","3971","2861","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","2"
"24-03","","126","3971","2861","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","44","1978"
"24-03","","126","3971","2861","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","1","22"
"24-03","","126","3971","2861","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","1","33"
"24-03","","126","3971","2861","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","69","681"
"24-03","","126","3971","2861","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","0","3"
"24-03","","126","3971","2861","1","2","U.S. Representative, Dist I","","7","(D) CASE, Ed","","C","0","48","1882"
"24-03","","126","3971","2861","1","2","U.S. Representative, Dist I","","8","(R) CURTIS, Ron","","C","0","56","517"
"24-03","","126","3971","2861","1","29","State Representative, Dist 24","","71","(D) BELATTI, Della Au","","C","0","42","1868"
"24-03","","126","3971","2861","1","29","State Representative, Dist 24","","72","(A) SEXTON, Andy, Jr. (Umi)","","C","0","59","471"
"24-03","","126","3971","2861","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","44","966"
"24-03","","126","3971","2861","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","31","636"
"24-03","","126","3971","2861","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","46","902"
"24-03","","126","3971","2861","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","23","653"
"24-03","","126","3971","2861","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","44","928"
"24-03","","126","3971","2861","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","37","808"
"24-03","","126","3971","2861","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","33","1215"
"24-03","","126","3971","2861","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","70","1429"
"24-03","","126","3971","2861","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","39","1550"
"24-03","","126","3971","2861","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","60","947"
"24-03","","126","3971","2861","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","87","2133"
"24-03","","126","3971","2861","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","14","355"
