elec_date,county,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county_owner
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",10003,"FOR UNITED STATES SENATOR",,30,30,2,"ROBERT MURPHY",LIB,5,14,153,172,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",10003,"FOR UNITED STATES SENATOR",,30,30,3,"ABBY BROYLES",DEM,273,330,1338,1941,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",10003,"FOR UNITED STATES SENATOR",,30,30,4,"JOAN FARR",IND,6,9,117,132,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",10003,"FOR UNITED STATES SENATOR",,30,30,5,"A. D. NESBIT",IND,2,6,58,66,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",10005,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,30,30,1,"MARKWAYNE MULLIN",REP,470,1025,7786,9281,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",10005,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,30,30,2,"RICHIE CASTALDO",LIB,10,22,140,172,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",10005,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,30,30,3,"DANYELL LANIER",DEM,260,317,1313,1890,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",10011,"FOR STATE SENATOR DISTRICT 5",,30,30,1,"GEORGE H BURNS",REP,470,994,7379,8843,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",10011,"FOR STATE SENATOR DISTRICT 5",,30,30,2,"RANDY COLEMAN",DEM,269,364,1882,2515,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",10333,"FOR COUNTY COURT CLERK",,30,30,1,"KATHY GRAY",REP,466,985,7186,8637,MCCURTAIN
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",10333,"FOR COUNTY COURT CLERK",,30,30,2,"MISTY WILLISTON MANNING",DEM,274,373,2029,2676,MCCURTAIN
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",10410,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,10,10,1,"MARK JENNINGS",REP,184,459,1802,2445,MCCURTAIN
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",10410,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,10,10,2,"TONY HILL",DEM,110,238,804,1152,MCCURTAIN
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,30,30,1,"YES",,389,801,5573,6763,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,30,30,2,"NO",,230,334,2391,2955,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,30,30,1,"YES",,392,764,4946,6102,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,30,30,2,"NO",,237,384,3072,3693,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,30,30,1,"YES",,389,784,5485,6658,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,30,30,2,"NO",,235,347,2444,3026,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,30,30,1,"YES",,387,792,5397,6576,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,30,30,2,"NO",,237,342,2521,3100,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,30,30,1,"YES",,385,776,5322,6483,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,30,30,2,"NO",,239,355,2575,3169,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,30,30,1,"YES",,375,706,4468,5549,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,30,30,2,"NO",,241,426,3415,4082,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,30,30,1,"YES",,387,716,4496,5599,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,30,30,2,"NO",,235,413,3380,4028,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,30,30,1,"YES",,369,700,4512,5581,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,30,30,2,"NO",,254,430,3383,4067,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,30,30,1,"FOR THE PROPOSAL - YES",,272,406,2007,2685,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,30,30,2,"AGAINST THE PROPOSAL - NO",,432,916,6968,8316,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,30,30,1,"FOR THE PROPOSAL - YES",,304,507,3346,4157,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,30,30,2,"AGAINST THE PROPOSAL - NO",,389,783,5414,6586,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",30003,"PROPOSITION NO. 1",,30,30,1,"FOR THE PROPOSITION - YES",,328,579,3238,4145,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",30003,"PROPOSITION NO. 1",,30,30,2,"AGAINST THE PROPOSITION - NO",,374,743,5738,6855,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",30011,"PROPOSITION NO. 2",,30,30,1,"FOR THE PROPOSITION - YES",,341,556,3025,3922,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",30011,"PROPOSITION NO. 2",,30,30,2,"AGAINST THE PROPOSITION - NO",,365,760,5881,7006,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",30012,"PROPOSITION NO. 3",,30,30,1,"FOR THE PROPOSITION - YES",,422,622,3744,4788,,
11/3/2020,"MCCURTAIN","MCCURTAIN COUNTY",30012,"PROPOSITION NO. 3",,30,30,2,"AGAINST THE PROPOSITION - NO",,286,697,5240,6223,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,14,14,1,"DONALD J. TRUMP | MICHAEL R. PENCE",REP,371,863,4938,6172,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,14,14,2,"JO JORGENSEN | JEREMY SPIKE COHEN",LIB,8,2,68,78,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,14,14,3,"JOSEPH R. BIDEN | KAMALA D. HARRIS",DEM,348,316,1367,2031,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,14,14,4,"JADE SIMMONS | CLAUDELIAH J. ROZE",IND,3,2,16,21,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,14,14,5,"KANYE WEST | MICHELLE TIDBALL",IND,0,3,14,17,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,14,14,6,"BROCK PIERCE | KARLA BALLARD",IND,1,1,14,16,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10002,"FOR CORPORATION COMMISSIONER",,14,14,1,"TODD HIETT",REP,451,906,5026,6383,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10002,"FOR CORPORATION COMMISSIONER",,14,14,2,"TODD HAGOPIAN",LIB,196,203,1001,1400,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10003,"FOR UNITED STATES SENATOR",,14,14,1,"JIM INHOFE",REP,369,811,4553,5733,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10003,"FOR UNITED STATES SENATOR",,14,14,2,"ROBERT MURPHY",LIB,9,9,125,143,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10003,"FOR UNITED STATES SENATOR",,14,14,3,"ABBY BROYLES",DEM,342,345,1548,2235,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10003,"FOR UNITED STATES SENATOR",,14,14,4,"JOAN FARR",IND,5,13,96,114,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10003,"FOR UNITED STATES SENATOR",,14,14,5,"A. D. NESBIT",IND,3,8,54,65,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10005,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,14,14,1,"MARKWAYNE MULLIN",REP,384,855,4794,6033,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10005,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,14,14,2,"RICHIE CASTALDO",LIB,14,20,149,183,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10005,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,14,14,3,"DANYELL LANIER",DEM,331,307,1417,2055,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10411,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,3,3,1,"MONTY GRIDER",REP,141,408,1104,1653,MCINTOSH
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",10411,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,3,3,2,"CLIFFORD GLEN SHATSWELL JR.",DEM,187,320,813,1320,MCINTOSH
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,14,14,1,"YES",,403,709,3794,4906,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,14,14,2,"NO",,245,320,1914,2479,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,14,14,1,"YES",,425,669,3674,4768,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,14,14,2,"NO",,234,362,2079,2675,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,14,14,1,"YES",,396,686,3683,4765,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,14,14,2,"NO",,253,336,1991,2580,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,14,14,1,"YES",,403,696,3717,4816,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,14,14,2,"NO",,244,334,1986,2564,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,14,14,1,"YES",,397,682,3663,4742,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,14,14,2,"NO",,250,335,1981,2566,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,14,14,1,"YES",,430,665,3451,4546,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,14,14,2,"NO",,214,351,2185,2750,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,14,14,1,"YES",,421,656,3440,4517,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,14,14,2,"NO",,225,357,2169,2751,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,14,14,1,"YES",,376,637,3417,4430,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,14,14,2,"NO",,269,382,2206,2857,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,14,14,1,"FOR THE PROPOSAL - YES",,344,342,1589,2275,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,14,14,2,"AGAINST THE PROPOSAL - NO",,376,813,4642,5831,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,14,14,1,"FOR THE PROPOSAL - YES",,273,437,2267,2977,,
11/3/2020,"MCINTOSH","MCINTOSH COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,14,14,2,"AGAINST THE PROPOSAL - NO",,439,696,3863,4998,,
11/3/2020,"MAJOR","MAJOR COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,8,8,1,"DONALD J. TRUMP | MICHAEL R. PENCE",REP,155,621,2308,3084,,
11/3/2020,"MAJOR","MAJOR COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,8,8,2,"JO JORGENSEN | JEREMY SPIKE COHEN",LIB,1,7,31,39,,
11/3/2020,"MAJOR","MAJOR COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,8,8,3,"JOSEPH R. BIDEN | KAMALA D. HARRIS",DEM,69,84,167,320,,
11/3/2020,"MAJOR","MAJOR COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,8,8,4,"JADE SIMMONS | CLAUDELIAH J. ROZE",IND,0,1,6,7,,
11/3/2020,"MAJOR","MAJOR COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,8,8,5,"KANYE WEST | MICHELLE TIDBALL",IND,0,1,7,8,,
11/3/2020,"MAJOR","MAJOR COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,8,8,6,"BROCK PIERCE | KARLA BALLARD",IND,0,3,6,9,,
11/3/2020,"MAJOR","MAJOR COUNTY",10002,"FOR CORPORATION COMMISSIONER",,8,8,1,"TODD HIETT",REP,173,629,2308,3110,,
11/3/2020,"MAJOR","MAJOR COUNTY",10002,"FOR CORPORATION COMMISSIONER",,8,8,2,"TODD HAGOPIAN",LIB,35,59,167,261,,
11/3/2020,"MAJOR","MAJOR COUNTY",10003,"FOR UNITED STATES SENATOR",,8,8,1,"JIM INHOFE",REP,154,602,2236,2992,,
11/3/2020,"MAJOR","MAJOR COUNTY",10003,"FOR UNITED STATES SENATOR",,8,8,2,"ROBERT MURPHY",LIB,3,11,57,71,,
11/3/2020,"MAJOR","MAJOR COUNTY",10003,"FOR UNITED STATES SENATOR",,8,8,3,"ABBY BROYLES",DEM,66,92,190,348,,
11/3/2020,"MAJOR","MAJOR COUNTY",10003,"FOR UNITED STATES SENATOR",,8,8,4,"JOAN FARR",IND,0,11,28,39,,
11/3/2020,"MAJOR","MAJOR COUNTY",10003,"FOR UNITED STATES SENATOR",,8,8,5,"A. D. NESBIT",IND,0,1,10,11,,
11/3/2020,"MAJOR","MAJOR COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",,8,8,1,"FRANK D. LUCAS",REP,171,636,2353,3160,,
11/3/2020,"MAJOR","MAJOR COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",,8,8,2,"ZOE MIDYETT",DEM,53,75,163,291,,
11/3/2020,"MAJOR","MAJOR COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,8,8,1,"YES",,127,464,1667,2258,,
11/3/2020,"MAJOR","MAJOR COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,8,8,2,"NO",,65,175,640,880,,
11/3/2020,"MAJOR","MAJOR COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,8,8,1,"YES",,128,436,1628,2192,,
11/3/2020,"MAJOR","MAJOR COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,8,8,2,"NO",,65,201,688,954,,
11/3/2020,"MAJOR","MAJOR COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,8,8,1,"YES",,131,446,1651,2228,,
11/3/2020,"MAJOR","MAJOR COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,8,8,2,"NO",,62,185,650,897,,
11/3/2020,"MAJOR","MAJOR COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,8,8,1,"YES",,133,460,1632,2225,,
11/3/2020,"MAJOR","MAJOR COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,8,8,2,"NO",,60,174,675,909,,
11/3/2020,"MAJOR","MAJOR COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,8,8,1,"YES",,132,455,1624,2211,,
11/3/2020,"MAJOR","MAJOR COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,8,8,2,"NO",,60,180,668,908,,
11/3/2020,"MAJOR","MAJOR COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,8,8,1,"YES",,123,402,1462,1987,,
11/3/2020,"MAJOR","MAJOR COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,8,8,2,"NO",,69,231,814,1114,,
11/3/2020,"MAJOR","MAJOR COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,8,8,1,"YES",,124,404,1498,2026,,
11/3/2020,"MAJOR","MAJOR COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,8,8,2,"NO",,67,228,779,1074,,
11/3/2020,"MAJOR","MAJOR COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,8,8,1,"YES",,124,416,1503,2043,,
11/3/2020,"MAJOR","MAJOR COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,8,8,2,"NO",,68,216,773,1057,,
11/3/2020,"MAJOR","MAJOR COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,8,8,1,"FOR THE PROPOSAL - YES",,91,140,476,707,,
11/3/2020,"MAJOR","MAJOR COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,8,8,2,"AGAINST THE PROPOSAL - NO",,124,554,2014,2692,,
11/3/2020,"MAJOR","MAJOR COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,8,8,1,"FOR THE PROPOSAL - YES",,87,271,879,1237,,
11/3/2020,"MAJOR","MAJOR COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,8,8,2,"AGAINST THE PROPOSAL - NO",,128,404,1589,2121,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,1,"DONALD J. TRUMP | MICHAEL R. PENCE",REP,257,910,3724,4891,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,2,"JO JORGENSEN | JEREMY SPIKE COHEN",LIB,5,3,42,50,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,3,"JOSEPH R. BIDEN | KAMALA D. HARRIS",DEM,184,202,714,1100,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,4,"JADE SIMMONS | CLAUDELIAH J. ROZE",IND,2,0,3,5,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,5,"KANYE WEST | MICHELLE TIDBALL",IND,0,1,10,11,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,6,"BROCK PIERCE | KARLA BALLARD",IND,1,0,6,7,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",10002,"FOR CORPORATION COMMISSIONER",,11,11,1,"TODD HIETT",REP,300,920,3737,4957,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",10002,"FOR CORPORATION COMMISSIONER",,11,11,2,"TODD HAGOPIAN",LIB,99,123,527,749,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",10003,"FOR UNITED STATES SENATOR",,11,11,1,"JIM INHOFE",REP,266,896,3607,4769,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",10003,"FOR UNITED STATES SENATOR",,11,11,2,"ROBERT MURPHY",LIB,5,8,77,90,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",10003,"FOR UNITED STATES SENATOR",,11,11,3,"ABBY BROYLES",DEM,165,207,716,1088,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",10003,"FOR UNITED STATES SENATOR",,11,11,4,"JOAN FARR",IND,5,3,55,63,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",10003,"FOR UNITED STATES SENATOR",,11,11,5,"A. D. NESBIT",IND,6,3,29,38,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",10005,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,11,11,1,"MARKWAYNE MULLIN",REP,276,906,3672,4854,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",10005,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,11,11,2,"RICHIE CASTALDO",LIB,10,11,113,134,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",10005,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,11,11,3,"DANYELL LANIER",DEM,159,198,686,1043,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,11,11,1,"YES",,279,645,2916,3840,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,11,11,2,"NO",,112,244,988,1344,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,11,11,1,"YES",,272,609,2920,3801,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,11,11,2,"NO",,120,294,998,1412,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,11,11,1,"YES",,256,628,2905,3789,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,11,11,2,"NO",,133,260,976,1369,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,11,11,1,"YES",,267,638,2898,3803,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,11,11,2,"NO",,124,251,995,1370,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,11,11,1,"YES",,277,650,2959,3886,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,11,11,2,"NO",,115,231,924,1270,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,11,11,1,"YES",,270,592,2739,3601,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,11,11,2,"NO",,116,273,1098,1487,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,11,11,1,"YES",,272,586,2728,3586,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,11,11,2,"NO",,115,281,1105,1501,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,11,11,1,"YES",,262,566,2720,3548,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,11,11,2,"NO",,126,297,1117,1540,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,11,11,1,"FOR THE PROPOSAL - YES",,187,309,1230,1726,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,11,11,2,"AGAINST THE PROPOSAL - NO",,243,763,3119,4125,,
11/3/2020,"MARSHALL","MARSHALL COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,11,11,1,"FOR THE PROPOSAL - YES",,155,413,1674,2242,,
