Election,Jurisdiction Name,Reporting County Name,DataEntry Jurisdiction Name,DataEntry Level Name,Office,Office Category,Ballot Order,Name on Ballot,Political Party,Total Votes
2016 General Election,93,Marion,Marion,Locality,"State Representative, District 093",State Representative,120,Gregory A. R(Greg) Athnow,Democratic,6749
2016 General Election,94,Marion,Marion,Locality,"State Representative, District 094",State Representative,120,Cherrish S. Pryor,Democratic,21416
2016 General Election,95,Marion,Marion,Locality,"State Representative, District 095",State Representative,120,John L. Bartlett,Democratic,18025
2016 General Election,95,Marion,Marion,Locality,"State Representative, District 095",State Representative,120,Nathanael L. Ginn,Libertarian,2640
2016 General Election,96,Marion,Marion,Locality,"State Representative, District 096",State Representative,120,Gregory W. Porter,Democratic,26683
2016 General Election,97,Marion,Marion,Locality,"State Representative, District 097",State Representative,120,Dale Nye,Republican,6297
2016 General Election,97,Marion,Marion,Locality,"State Representative, District 097",State Representative,120,Justin Moed,Democratic,9829
2016 General Election,98,Marion,Marion,Locality,"State Representative, District 098",State Representative,120,Gary Whitmore,Republican,3744
2016 General Election,98,Marion,Marion,Locality,"State Representative, District 098",State Representative,120,Robin Shackleford,Democratic,16344
2016 General Election,99,Marion,Marion,Locality,"State Representative, District 099",State Representative,120,Vanessa J. Summers,Democratic,19352
2016 General Election,Bartholomew,Bartholomew,Bartholomew,Locality,"Judge Of The Bartholomew Circuit Court, 9th Judicial Circuit","Judge, Circuit Court",130,Kelly S. Benjamin,Republican,25729
2016 General Election,Crawford,Crawford,Crawford,Locality,"Judge Of The Crawford Circuit Court, 77th Judicial Circuit","Judge, Circuit Court",130,Sabrina R. Bell,Republican,2380
2016 General Election,Crawford,Crawford,Crawford,Locality,"Judge Of The Crawford Circuit Court, 77th Judicial Circuit","Judge, Circuit Court",130,Stanley V. Pennington,Democratic,2222
2016 General Election,"Dearborn,ohio",Dearborn,Dearborn,Locality,"Judge Of The Dearborn/ohio Circuit Court, 7th Judicial Circuit","Judge, Circuit Court",130,James D. Humphrey,Republican,20405
2016 General Election,"Dearborn,ohio",Ohio,Ohio,Locality,"Judge Of The Dearborn/ohio Circuit Court, 7th Judicial Circuit","Judge, Circuit Court",130,James D. Humphrey,Republican,2276
2016 General Election,Dekalb,Dekalb,Dekalb,Locality,"Judge Of The Dekalb Circuit Court, 75th Judicial Circuit","Judge, Circuit Court",130,Kurt Grimm,Republican,14119
2016 General Election,Delaware,Delaware,Delaware,Locality,"Judge Of The Delaware Circuit Court, 46th Judicial Circuit, No. 1","Judge, Circuit Court",130,Marianne Lafferty Vorhees,Democratic,31104
2016 General Election,Elkhart,Elkhart,Elkhart,Locality,"Judge Of The Elkhart Circuit Court, 34th Judicial Circuit","Judge, Circuit Court",130,Michael A. Christofeno,Republican,50385
2016 General Election,Fayette,Fayette,Fayette,Locality,"Judge Of The Fayette Circuit Court, 73rd Judicial Circuit","Judge, Circuit Court",130,Beth Ann Butsch,Democratic,4648
2016 General Election,Fayette,Fayette,Fayette,Locality,"Judge Of The Fayette Circuit Court, 73rd Judicial Circuit","Judge, Circuit Court",130,Hubert Branstetter Jr.,Republican,4770
2016 General Election,Floyd,Floyd,Floyd,Locality,"Judge Of The Floyd Circuit Court, 52nd Judicial Circuit","Judge, Circuit Court",130,J. Terrence Cody,Democratic,19482
2016 General Election,Floyd,Floyd,Floyd,Locality,"Judge Of The Floyd Circuit Court, 52nd Judicial Circuit","Judge, Circuit Court",130,Keith Henderson,Republican,17510
2016 General Election,Fountain,Fountain,Fountain,Locality,"Judge Of The Fountain Circuit Court, 61st Judicial Circuit","Judge, Circuit Court",130,Stephanie S. Campbell,Republican,6575
2016 General Election,Harrison,Harrison,Harrison,Locality,"Judge Of The Harrison Circuit Court, 3rd Judicial Circuit","Judge, Circuit Court",130,John T. Evans,Republican,14344
2016 General Election,Henry,Henry,Henry,Locality,"Judge Of The Henry Circuit Court, 53rd Judicial Circuit, No. 1","Judge, Circuit Court",130,Bob A. Witham,Republican,16733
2016 General Election,Knox,Knox,Knox,Locality,"Judge Of The Knox Circuit Court, 12th Judicial Circuit","Judge, Circuit Court",130,Sherry B. Gregg Gilmore,Democratic,10765
2016 General Election,Lake,Lake,Lake,Locality,"Judge Of The Lake Circuit Court, 31st Judicial Circuit","Judge, Circuit Court",130,Douglas M. Grimes,Republican,66914
2016 General Election,Lake,Lake,Lake,Locality,"Judge Of The Lake Circuit Court, 31st Judicial Circuit","Judge, Circuit Court",130,Marissa Mcdermott,Democratic,126617
2016 General Election,Madison,Madison,Madison,Locality,"Judge Of The Madison Circuit Court, 50th Judicial Circuit, No. 6","Judge, Circuit Court",130,Mark K. Dudley,Republican,32204
2016 General Election,Madison,Madison,Madison,Locality,"Judge Of The Madison Circuit Court, 50th Judicial Circuit, No. 6","Judge, Circuit Court",130,Rosemary Khoury,Democratic,20764
2016 General Election,Martin,Martin,Martin,Locality,"Judge Of The Martin Circuit Court, 90th Judicial Circuit","Judge, Circuit Court",130,Lynne E. Ellis,Republican,3825
2016 General Election,Monroe,Monroe,Monroe,Locality,"Judge Of The Monroe Circuit Court, 10th Judicial Circuit, No. 1","Judge, Circuit Court",130,Holly M. Harvey,Democratic,41744
2016 General Election,Monroe,Monroe,Monroe,Locality,"Judge Of The Monroe Circuit Court, 10th Judicial Circuit, No. 4","Judge, Circuit Court",130,Mary Ellen Diekhoff,Democratic,42637
2016 General Election,Monroe,Monroe,Monroe,Locality,"Judge Of The Monroe Circuit Court, 10th Judicial Circuit, No. 7","Judge, Circuit Court",130,Stephen Galvin,Democratic,41382
2016 General Election,Montgomery,Montgomery,Montgomery,Locality,"Judge Of The Montgomery Circuit Court, 22nd Judicial Circuit","Judge, Circuit Court",130,Harry A. Siamas,Republican,12955
2016 General Election,Noble,Noble,Noble,Locality,"Judge Of The Noble Circuit Court, 33rd Judicial Circuit","Judge, Circuit Court",130,Michael J. Kramer,Republican,14073
2016 General Election,Orange,Orange,Orange,Locality,"Judge Of The Orange Circuit Court, 87th Judicial Circuit","Judge, Circuit Court",130,Larry R. Blanton,Democratic,4107
2016 General Election,Orange,Orange,Orange,Locality,"Judge Of The Orange Circuit Court, 87th Judicial Circuit","Judge, Circuit Court",130,Steven L. Owen,Republican,4176
2016 General Election,Parke,Parke,Parke,Locality,"Judge Of The Parke Circuit Court, 68th Judicial Circuit","Judge, Circuit Court",130,Sam A. Swaim,Republican,5735
2016 General Election,Putnam,Putnam,Putnam,Locality,"Judge Of The Putnam Circuit Court, 64th Judicial Circuit","Judge, Circuit Court",130,Matthew L. Headley,Republican,12616
2016 General Election,Randolph,Randolph,Randolph,Locality,"Judge Of The Randolph Circuit Court, 25th Judicial Circuit","Judge, Circuit Court",130,Jay L. Toney,Republican,8587
2016 General Election,Scott,Scott,Scott,Locality,"Judge Of The Scott Circuit Court, 6th Judicial Circuit","Judge, Circuit Court",130,Jason M. Mount,Democratic,6669
2016 General Election,St. Joseph,St. Joseph,St. Joseph,Locality,"Judge Of The St. Joseph Circuit Court, 60th Judicial Circuit","Judge, Circuit Court",130,Douglas (Doug) Allen Bernacchi,Republican,47201
2016 General Election,St. Joseph,St. Joseph,St. Joseph,Locality,"Judge Of The St. Joseph Circuit Court, 60th Judicial Circuit","Judge, Circuit Court",130,John E. Broden,Democratic,57520
2016 General Election,Starke,Starke,Starke,Locality,"Judge Of The Starke Circuit Court, 44th Judicial Circuit","Judge, Circuit Court",130,Kim Hall,Republican,7185
2016 General Election,Union,Union,Union,Locality,"Judge Of The Union Circuit Court, 89th Judicial Circuit","Judge, Circuit Court",130,Matthew R. Cox,Republican,2934
2016 General Election,Vigo,Vigo,Vigo,Locality,"Judge Of The Vigo Circuit Court, 43rd Judicial Circuit","Judge, Circuit Court",130,Sarah K. Mullican,Democratic,29320
2016 General Election,Wabash,Wabash,Wabash,Locality,"Judge Of The Wabash Circuit Court, 27th Judicial Circuit","Judge, Circuit Court",130,"Robert R. Mccallen, III",Republican,11286
2016 General Election,Warren,Warren,Warren,Locality,"Judge Of The Warren Circuit Court, 21st Judicial Circuit","Judge, Circuit Court",130,Hunter J. Reece,Republican,3341
2016 General Election,Washington,Washington,Washington,Locality,"Judge Of The Washington Circuit Court, 42nd Judicial Circuit","Judge, Circuit Court",130,Larry W. Medlock,Republican,9272
2016 General Election,Whitley,Whitley,Whitley,Locality,"Judge Of The Whitley Circuit Court, 82nd Judicial Circuit","Judge, Circuit Court",130,Matthew J. Rentschler,Republican,12889
2016 General Election,Allen,Allen,Allen,Locality,"Judge Of The Allen Superior Court, Civil No. 1","Judge, Superior Court",140,Nancy Eshcoff Boyer,Non Partisan,98914
2016 General Election,Allen,Allen,Allen,Locality,"Judge Of The Allen Superior Court, Civil No. 9","Judge, Superior Court",140,David J. Avery,Non Partisan,97925
2016 General Election,Allen,Allen,Allen,Locality,"Judge Of The Allen Superior Court, Criminal No. 4","Judge, Superior Court",140,Wendy Davis,Non Partisan,103004
2016 General Election,Allen,Allen,Allen,Locality,"Judge Of The Allen Superior Court, Family Relations No. 8","Judge, Superior Court",140,Charles F. Pratt,Non Partisan,100704
2016 General Election,Blackford,Blackford,Blackford,Locality,Judge Of The Blackford Superior Court,"Judge, Superior Court",140,Nick Barry,Republican,3868
2016 General Election,Cass,Cass,Cass,Locality,"Judge Of The Cass Superior Court, No. 1","Judge, Superior Court",140,James K. (Jim) Muehlhause,Republican,11721
2016 General Election,Dubois,Dubois,Dubois,Locality,Judge Of The Dubois Superior Court,"Judge, Superior Court",140,Mark R. Mcconnell,Republican,16057
2016 General Election,Gibson,Gibson,Gibson,Locality,Judge Of The Gibson Superior Court,"Judge, Superior Court",140,Robert Krieg,Republican,12726
2016 General Election,Hamilton,Hamilton,Hamilton,Locality,"Judge Of The Hamilton Superior Court, No. 2","Judge, Superior Court",140,Jon Brown,Republican,96337
2016 General Election,Hamilton,Hamilton,Hamilton,Locality,"Judge Of The Hamilton Superior Court, No. 2","Judge, Superior Court",140,Steve Kincaid,Independent,37764
2016 General Election,Howard,Howard,Howard,Locality,"Judge Of The Howard Superior Court, No. 1","Judge, Superior Court",140,Erik J. May,Democratic,16455
2016 General Election,Howard,Howard,Howard,Locality,"Judge Of The Howard Superior Court, No. 1","Judge, Superior Court",140,"William C. (Bill) Menges, Jr",Republican,20089
2016 General Election,Jackson,Jackson,Jackson,Locality,Judge Of The Jackson Superior Court,"Judge, Superior Court",140,Bruce A. Mactavish,Republican,14206
2016 General Election,Miami,Miami,Miami,Locality,"Judge Of The Miami Superior Court, No. 2","Judge, Superior Court",140,Daniel C. Banina,Republican,10914
2016 General Election,Morgan,Morgan,Morgan,Locality,"Judge Of The Morgan Superior Court, No. 2","Judge, Superior Court",140,Brian H. Williams,Republican,25424
2016 General Election,Porter,Porter,Porter,Locality,"Judge Of The Porter Superior Court, No. 3","Judge, Superior Court",140,Julia M. Jent,Democratic,51355
2016 General Election,Scott,Scott,Scott,Locality,Judge Of The Scott Superior Court,"Judge, Superior Court",140,Marsha Owens Howser,Democratic,6524
2016 General Election,Tippecanoe,Tippecanoe,Tippecanoe,Locality,"Judge Of The Tippecanoe Superior Court, No. 3","Judge, Superior Court",140,Faith A. Graham,Republican,44555
2016 General Election,Vanderburgh,Vanderburgh,Vanderburgh,Locality,"Judge Of The Vanderburgh Superior Court, No. 3","Judge, Superior Court",140,Robert Pigman,Non Partisan,47219
2016 General Election,Vanderburgh,Vanderburgh,Vanderburgh,Locality,"Judge Of The Vanderburgh Superior Court, No. 7","Judge, Superior Court",140,Richard G. Damour,Non Partisan,43619
2016 General Election,Vigo,Vigo,Vigo,Locality,"Judge Of The Vigo Superior Court, No. 1","Judge, Superior Court",140,John T. Roach,Democratic,19488
2016 General Election,Vigo,Vigo,Vigo,Locality,"Judge Of The Vigo Superior Court, No. 1","Judge, Superior Court",140,Raeanna S. Moore,Republican,19425
2016 General Election,Vigo,Vigo,Vigo,Locality,"Judge Of The Vigo Superior Court, No. 4","Judge, Superior Court",140,Christopher A. Newton,Democratic,28855
2016 General Election,Washington,Washington,Washington,Locality,Judge Of The Washington Superior Court,"Judge, Superior Court",140,"Frank Newkirk, Jr.",Republican,9323
2016 General Election,Whitley,Whitley,Whitley,Locality,Judge Of The Whitley Superior Court,"Judge, Superior Court",140,Douglas M. Fahl,Republican,13105
2016 General Election,Blackford,Blackford,Blackford,Locality,Blackford County Circuit Court Clerk,Clerk Of The Circuit Court,180,Derinda Thiery Shady,Democratic,1751
2016 General Election,Blackford,Blackford,Blackford,Locality,Blackford County Circuit Court Clerk,Clerk Of The Circuit Court,180,Laura Pierce Coons,Republican,3048
2016 General Election,Carroll,Carroll,Carroll,Locality,Carroll County Circuit Court Clerk,Clerk Of The Circuit Court,180,Andrea S Miller,Republican,0
2016 General Election,Cass,Cass,Cass,Locality,Cass County Circuit Court Clerk,Clerk Of The Circuit Court,180,Beth  Liming,Republican,0
2016 General Election,Clay,Clay,Clay,Locality,Clay County Circuit Court Clerk,Clerk Of The Circuit Court,180,Amy Ellen (Knox) Jordan,Republican,0
2016 General Election,Clay,Clay,Clay,Locality,Clay County Circuit Court Clerk,Clerk Of The Circuit Court,180,Joseph Mark Dierdorf,Democratic,0
2016 General Election,Dearborn,Dearborn,Dearborn,Locality,Dearborn County Circuit Court Clerk,Clerk Of The Circuit Court,180,Rick Probst,Republican,19981
2016 General Election,Dekalb,Dekalb,Dekalb,Locality,Dekalb County Circuit Court Clerk,Clerk Of The Circuit Court,180,Holly A Albright,Republican,11424
2016 General Election,Dekalb,Dekalb,Dekalb,Locality,Dekalb County Circuit Court Clerk,Clerk Of The Circuit Court,180,Tammy Boyd-Collins,Independent,4069
2016 General Election,Harrison,Harrison,Harrison,Locality,Harrison County Circuit Court Clerk,Clerk Of The Circuit Court,180,Sheryl L Brown,Republican,0
2016 General Election,Hendricks,Hendricks,Hendricks,Locality,Hendricks County Circuit Court Clerk,Clerk Of The Circuit Court,180,Debbie (Dj) Hoskins,Republican,57293
2016 General Election,Jay,Jay,Jay,Locality,Jay County Circuit Court Clerk,Clerk Of The Circuit Court,180,Jon A Eads,Republican,0
2016 General Election,Jay,Jay,Jay,Locality,Jay County Circuit Court Clerk,Clerk Of The Circuit Court,180,Tony Minch,Democratic,0
2016 General Election,Kosciusko,Kosciusko,Kosciusko,Locality,Kosciusko County Circuit Court Clerk,Clerk Of The Circuit Court,180,Ann M Torpy,Republican,0
2016 General Election,Lagrange,Lagrange,Lagrange,Locality,Lagrange County Circuit Court Clerk,Clerk Of The Circuit Court,180,Bonnie J Brown,Republican,8146
2016 General Election,Laporte,Laporte,Laporte,Locality,Laporte Clerk Of The Circuit Court,Clerk Of The Circuit Court,180,Deborah E. Vance,Republican,0
2016 General Election,Laporte,Laporte,Laporte,Locality,Laporte Clerk Of The Circuit Court,Clerk Of The Circuit Court,180,Kathleen A. Chroback,Democratic,0
2016 General Election,Lawrence,Lawrence,Lawrence,Locality,Lawrence County Circuit Court Clerk,Clerk Of The Circuit Court,180,Billie J. Tumey,Republican,12492
2016 General Election,Lawrence,Lawrence,Lawrence,Locality,Lawrence County Circuit Court Clerk,Clerk Of The Circuit Court,180,Sarah Hillenburg,Democratic,5925
2016 General Election,Montgomery,Montgomery,Montgomery,Locality,Montgomery County Circuit Court Clerk,Clerk Of The Circuit Court,180,Karyn D. Douglas,Republican,0
2016 General Election,Newton,Newton,Beaver 1,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,230
2016 General Election,Newton,Newton,Beaver 2,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,308
2016 General Election,Newton,Newton,Colfax,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,60
2016 General Election,Newton,Newton,Grant 1,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,225
2016 General Election,Newton,Newton,Grant 2,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,149
2016 General Election,Newton,Newton,Iroquois 1,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,157
2016 General Election,Newton,Newton,Iroquois 2,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,253
2016 General Election,Newton,Newton,Jackson,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,172
2016 General Election,Newton,Newton,Jefferson 1,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,229
2016 General Election,Newton,Newton,Jefferson 2,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,284
2016 General Election,Newton,Newton,Jefferson 3,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,186
2016 General Election,Newton,Newton,Lake 1,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,469
2016 General Election,Newton,Newton,Lake 2,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,370
2016 General Election,Newton,Newton,Lincoln 1,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,355
2016 General Election,Newton,Newton,Lincoln 2,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,528
2016 General Election,Newton,Newton,Lincoln 3,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,577
2016 General Election,Newton,Newton,Mcclellan,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,69
2016 General Election,Newton,Newton,Washington,Precinct,Newton County Circuit Court Clerk,Clerk Of The Circuit Court,180,Janice M Wilson,Republican,138
2016 General Election,Noble,Noble,Noble,Locality,Noble County Circuit Court Clerk,Clerk Of The Circuit Court,180,Shelley Mawhorter,Republican,13813
2016 General Election,Ohio,Ohio,Ohio,Locality,Ohio County Circuit Court Clerk,Clerk Of The Circuit Court,180,Jamie S Stegemiller,Republican,1789
2016 General Election,Ohio,Ohio,Ohio,Locality,Ohio County Circuit Court Clerk,Clerk Of The Circuit Court,180,Theresa K Scott,Democratic,1103
2016 General Election,Orange,Orange,Orange,Locality,Orange County Circuit Court Clerk,Clerk Of The Circuit Court,180,Beth A Jones,Republican,6778
2016 General Election,Pike,Pike,Pike,Locality,Pike County Circuit Court Clerk,Clerk Of The Circuit Court,180,Ashley Gideon,Democratic,2902
2016 General Election,Pike,Pike,Pike,Locality,Pike County Circuit Court Clerk,Clerk Of The Circuit Court,180,Lana Griffith,Republican,3019
2016 General Election,Randolph,Randolph,Randolph,Locality,Randolph County Circuit Court Clerk,Clerk Of The Circuit Court,180,Laura Martin,Republican,0
2016 General Election,Ripley,Ripley,Ripley,Locality,Ripley County Circuit Court Clerk,Clerk Of The Circuit Court,180,Ginger J. Bradford,Republican,10581
2016 General Election,Rush,Rush,Rush,Locality,Rush County Circuit Court Clerk,Clerk Of The Circuit Court,180,Angie Buckley,Republican,6154
2016 General Election,Scott,Scott,Scott,Locality,Scott County Circuit Court Clerk,Clerk Of The Circuit Court,180,Missy Applegate,Democratic,0
2016 General Election,Spencer,Spencer,Spencer,Locality,Spencer County Circuit Court Clerk,Clerk Of The Circuit Court,180,Sara J Arnold,Democratic,0
2016 General Election,Vanderburgh,Vanderburgh,Vanderburgh,Locality,Vanderburgh County Circuit Court Clerk,Clerk Of The Circuit Court,180,Carla J Hayden,Republican,40258
2016 General Election,Vanderburgh,Vanderburgh,Vanderburgh,Locality,Vanderburgh County Circuit Court Clerk,Clerk Of The Circuit Court,180,Zachary Heronemus,Democratic,28944
2016 General Election,Vermillion,Vermillion,Vermillion,Locality,Vermillion County Circuit Court Clerk,Clerk Of The Circuit Court,180,Amy (Walters) Griffin,Democratic,4819
2016 General Election,Vigo,Vigo,Vigo,Locality,Vigo County Circuit Court Clerk,Clerk Of The Circuit Court,180,Brad Newman,Republican,20962
2016 General Election,Vigo,Vigo,Vigo,Locality,Vigo County Circuit Court Clerk,Clerk Of The Circuit Court,180,Kevin D Burke,Democratic,17820
2016 General Election,Washington,Washington,Washington,Locality,Washington County Circuit Court Clerk,Clerk Of The Circuit Court,180,Rita Martin,Democratic,0
2016 General Election,Washington,Washington,Washington,Locality,Washington County Circuit Court Clerk,Clerk Of The Circuit Court,180,Sarah Milligan,Republican,0
2016 General Election,Wayne,Wayne,Wayne,Locality,Wayne County Circuit Court Clerk,Clerk Of The Circuit Court,180,Debra Berry,Republican,0
2016 General Election,Wayne,Wayne,Wayne,Locality,Wayne County Circuit Court Clerk,Clerk Of The Circuit Court,180,Sherry Long,Democratic,0
2016 General Election,Benton,Benton,Benton,Locality,Benton County Auditor,County Auditor,190,Audrey Freeland,Republican,3161
2016 General Election,Boone,Boone,Boone,Locality,Boone County Auditor,County Auditor,190,Heather R Myers,Republican,26380
2016 General Election,Cass,Cass,Cass,Locality,Cass County Auditor,County Auditor,190,Cheryl  Alcorn,Republican,0
2016 General Election,Decatur,Decatur,Decatur,Locality,Decatur County Auditor,County Auditor,190,Janet S Chadwell,Republican,9581
2016 General Election,Fountain,Fountain,Fountain,Locality,Fountain County Auditor,County Auditor,190,Brenda J Hardy,Republican,0
2016 General Election,Fulton,Fulton,Fulton,Locality,Fulton County Auditor,County Auditor,190,Christina Sriver,Republican,0
2016 General Election,Gibson,Gibson,Gibson,Locality,Gibson County Auditor,County Auditor,190,Jeffrey A Hill,Democratic,6554
2016 General Election,Gibson,Gibson,Gibson,Locality,Gibson County Auditor,County Auditor,190,Sherri L Smith,Republican,8638
2016 General Election,Hamilton,Hamilton,Hamilton,Locality,Hamilton County Auditor,County Auditor,190,Pat Otten,Democratic,0
2016 General Election,Hamilton,Hamilton,Hamilton,Locality,Hamilton County Auditor,County Auditor,190,Robin M Mills,Republican,0
2016 General Election,Hendricks,Hendricks,Hendricks,Locality,Hendricks County Auditor,County Auditor,190,Nancy L Marsh,Republican,57667
2016 General Election,Howard,Howard,Howard,Locality,Howard County Auditor,County Auditor,190,Jacquelyn Thomas-Miller,Democratic,0
2016 General Election,Howard,Howard,Howard,Locality,Howard County Auditor,County Auditor,190,Martha  Lake,Republican,0
2016 General Election,Jackson,Jackson,Jackson,Locality,Jackson County Auditor,County Auditor,190,Kathy S. Hohenstreiter,Republican,14436
2016 General Election,Jasper,Jasper,Jasper,Locality,Jasper County Auditor,County Auditor,190,Kimberly K (Dunlap) Grow,Republican,10625
2016 General Election,Laporte,Laporte,Laporte,Locality,Laporte County Auditor,County Auditor,190,Joie Winski,Democratic,0
2016 General Election,Lawrence,Lawrence,Lawrence,Locality,Lawrence County Auditor,County Auditor,190,Jody Edwards,Republican,15455
2016 General Election,Madison,Madison,Madison,Locality,Madison County Auditor,County Auditor,190,Jane E Lyons,Democratic,0
2016 General Election,Madison,Madison,Madison,Locality,Madison County Auditor,County Auditor,190,Rick Gardner,Republican,0
2016 General Election,Martin,Martin,Martin,Locality,Martin County Auditor,County Auditor,190,January L Roush,Democratic,3123
2016 General Election,Miami,Miami,Miami,Locality,Miami County Auditor,County Auditor,190,Mary Eckelbarger Brown,Republican,10678
2016 General Election,Monroe,Monroe,Monroe,Locality,Monroe County Auditor,County Auditor,190,Catherine Smith,Democratic,26538
2016 General Election,Monroe,Monroe,Monroe,Locality,Monroe County Auditor,County Auditor,190,Kenneth L Shafer (W/I),Independent,0
2016 General Election,Monroe,Monroe,Monroe,Locality,Monroe County Auditor,County Auditor,190,T. Ann Boehm,Republican,19856
2016 General Election,Monroe,Monroe,Monroe,Locality,Monroe County Auditor,County Auditor,190,Therese K Chambers,Independent,9548
2016 General Election,Orange,Orange,Orange,Locality,Orange County Auditor,County Auditor,190,Lonnie E Stroud,Republican,6669
2016 General Election,Owen,Owen,Owen,Locality,Owen County Auditor,County Auditor,190,Patty Steward,Republican,6969
2016 General Election,Pulaski,Pulaski,Pulaski,Locality,Pulaski County Auditor,County Auditor,190,Laura M Wheeler,Republican,4297
2016 General Election,Putnam,Putnam,Putnam,Locality,Putnam County Auditor,County Auditor,190,Lorie Hallett,Republican,12166
2016 General Election,Rush,Rush,Rush,Locality,Rush County Auditor,County Auditor,190,Jodi Harr,Republican,5978
2016 General Election,Vermillion,Vermillion,Vermillion,Locality,Vermillion County Auditor,County Auditor,190,Amy L. Tolbert,Democratic,4796
2016 General Election,Vigo,Vigo,Vigo,Locality,Vigo County Auditor,County Auditor,190,James W (Jim) Bramble,Democratic,28078
2016 General Election,Wabash,Wabash,Wabash,Locality,Wabash County Auditor,County Auditor,190,Marcie J Shepherd,Republican,10783
2016 General Election,Benton,Benton,Benton,Locality,Benton County Recorder,County Recorder,200,Jane M Turner,Republican,3159
2016 General Election,Blackford,Blackford,Blackford,Locality,Blackford County Recorder,County Recorder,200,Janet K Gilland,Democratic,1907
2016 General Election,Blackford,Blackford,Blackford,Locality,Blackford County Recorder,County Recorder,200,Kelli J Schriver,Republican,2835
2016 General Election,Boone,Boone,Boone,Locality,Boone County Recorder,County Recorder,200,Nicole K (Nikki) Baldwin,Republican,26248
2016 General Election,Brown,Brown,Brown,Locality,Brown County Recorder,County Recorder,200,Judith (Judy) Swift,Republican,4704
2016 General Election,Brown,Brown,Brown,Locality,Brown County Recorder,County Recorder,200,Rhonda Hardin Kelp,Democratic,3205
2016 General Election,Carroll,Carroll,Carroll,Locality,Carroll County Recorder,County Recorder,200,Penny J Titus,Republican,0
2016 General Election,Clay,Clay,Clay,Locality,Clay County Recorder,County Recorder,200,Brad Deal,Democratic,0
2016 General Election,Clay,Clay,Clay,Locality,Clay County Recorder,County Recorder,200,Patricia (Nichole) Keller,Republican,0
2016 General Election,Daviess,Daviess,Daviess,Locality,Daviess County Recorder,County Recorder,200,Jamie K Chapman,Republican,8181
2016 General Election,Daviess,Daviess,Daviess,Locality,Daviess County Recorder,County Recorder,200,Lisa Potts,Democratic,2347
2016 General Election,Dekalb,Dekalb,Dekalb,Locality,Dekalb County Recorder,County Recorder,200,Katie  Firestone,Republican,13974
2016 General Election,Floyd,Floyd,Floyd,Locality,Floyd County Recorder,County Recorder,200,Melissa A Hatfield-Rosenb,Democratic,0
2016 General Election,Floyd,Floyd,Floyd,Locality,Floyd County Recorder,County Recorder,200,Todd N Scannell,Republican,0
2016 General Election,Franklin,Franklin,Franklin,Locality,Franklin County Recorder,County Recorder,200,Constance A Bischoff,Republican,0
2016 General Election,Franklin,Franklin,Franklin,Locality,Franklin County Recorder,County Recorder,200,Marlene Flaspohler,Democratic,0
2016 General Election,Grant,Grant,Grant,Locality,Grant County Recorder,County Recorder,200,Pam Harris,Republican,19245
2016 General Election,Harrison,Harrison,Harrison,Locality,Harrison County Recorder,County Recorder,200,Cathy J Mccarty,Democratic,0
2016 General Election,Harrison,Harrison,Harrison,Locality,Harrison County Recorder,County Recorder,200,Deborah E Dennison,Republican,0
2016 General Election,Jasper,Jasper,Jasper,Locality,Jasper County Recorder,County Recorder,200,Beth Warren,Republican,10605
2016 General Election,Jefferson,Jefferson,Jefferson,Locality,Jefferson County Recorder,County Recorder,200,Molly Oconnor,Democratic,0
2016 General Election,Lagrange,Lagrange,Lagrange,Locality,Lagrange County Recorder,County Recorder,200,Jennifer (Bricker)  Mcbri,Republican,8059
2016 General Election,Lake,Lake,Lake,Locality,Lake County Recorder,County Recorder,200,Gerald Swets,Republican,0
2016 General Election,Lake,Lake,Lake,Locality,Lake County Recorder,County Recorder,200,Mike Brown,Democratic,0
2016 General Election,Laporte,Laporte,Laporte,Locality,Laporte County Recorder,County Recorder,200,Barbara A. Dean,Democratic,0
